epoch,train_loss,train_acc,test_loss,test_acc,lr,time_sec,is_best
1,3.645733,10.3540,2.313739,10.0100,0.10000000,17.45,1
2,2.263688,13.9620,2.120657,19.9100,0.09999383,10.07,1
3,2.048128,19.9860,1.978391,23.2100,0.09997533,9.82,1
4,1.893001,26.3960,1.875494,26.4000,0.09994449,9.86,1
5,1.749255,33.1700,1.636140,37.6100,0.09990134,10.33,1
6,1.618237,39.6460,1.650189,40.4400,0.09984587,9.76,1
7,1.464539,46.3240,1.510507,44.8700,0.09977810,10.20,1
8,1.340406,51.5280,1.340106,51.5200,0.09969805,10.06,1
9,1.251027,54.8960,1.208733,56.5200,0.09960574,9.88,1
10,1.165698,58.1620,1.164540,58.5600,0.09950118,10.22,1
11,1.101613,60.7020,1.117509,60.6500,0.09938442,10.25,1
12,1.027534,63.6660,1.053111,62.5700,0.09925547,10.36,1
13,0.959138,66.1320,1.083693,61.7000,0.09911436,9.85,0
14,0.886897,68.7940,1.013416,64.8700,0.09896114,10.31,1
15,0.846626,70.3720,0.858906,69.9300,0.09879584,10.32,1
16,0.815111,71.4000,0.823100,71.9800,0.09861850,10.25,1
17,0.771412,73.1140,0.823188,71.4800,0.09842916,10.11,0
18,0.743922,74.0820,0.861101,71.1400,0.09822787,10.27,0
19,0.714811,75.2500,0.766740,73.9300,0.09801468,10.04,1
20,0.699892,75.5940,0.711288,75.4600,0.09778965,10.06,1
21,0.672715,76.4820,0.905450,69.5900,0.09755283,10.22,0
22,0.651247,77.3880,0.721296,75.9200,0.09730427,10.23,1
23,0.638136,77.9300,0.906863,70.1000,0.09704404,10.18,0
24,0.635188,77.9120,0.775865,74.2600,0.09677220,10.16,0
25,0.614659,78.7160,0.774897,74.3400,0.09648882,9.98,0
26,0.602947,78.8440,0.815148,73.3200,0.09619398,10.38,0
27,0.599281,79.2340,0.743402,74.1100,0.09588773,10.04,0
28,0.588522,79.5840,0.755671,75.0100,0.09557016,10.32,0
29,0.576543,79.8880,0.697714,76.6500,0.09524135,10.26,1
30,0.571011,80.2180,0.679930,76.7100,0.09490138,10.32,1
31,0.558521,80.6420,0.821567,72.6400,0.09455033,10.15,0
32,0.550017,80.9400,0.759704,74.2100,0.09418828,10.19,0
33,0.543299,81.1320,0.777376,75.9500,0.09381533,9.99,0
34,0.545617,81.0300,0.913634,70.2400,0.09343158,10.13,0
35,0.529352,81.7420,0.647844,78.0800,0.09303710,10.15,1
36,0.531303,81.4800,0.646092,77.8700,0.09263201,10.17,0
37,0.521828,81.8780,0.609386,79.7700,0.09221640,10.03,1
38,0.512514,82.2860,0.661382,77.7300,0.09179037,10.22,0
39,0.506352,82.5820,0.760753,75.4200,0.09135403,10.01,0
40,0.505696,82.5920,0.678243,77.5800,0.09090749,10.11,0
41,0.493390,82.8620,0.693253,77.0000,0.09045085,10.08,0
42,0.492054,83.0140,0.659595,78.0300,0.08998423,10.38,0
43,0.488598,82.9340,0.690694,77.0700,0.08950775,10.32,0
44,0.476445,83.3900,0.576607,80.3500,0.08902152,10.29,1
45,0.480106,83.4280,0.667990,78.9200,0.08852566,9.17,0
46,0.470253,83.8360,0.719543,76.3100,0.08802030,9.92,0
47,0.470380,83.7140,0.590968,80.2600,0.08750555,10.14,0
48,0.466613,83.7860,0.580972,80.2300,0.08698155,9.99,0
49,0.460921,84.0700,0.831185,75.1700,0.08644843,10.04,0
50,0.452194,84.3940,0.660043,78.5900,0.08590631,9.78,0
51,0.459218,84.1420,0.647237,78.8200,0.08535534,10.23,0
