epoch,train_loss,train_acc,test_loss,test_acc,lr,time_sec,is_best
94,0.482209,83.3200,0.628642,79.2600,0.05548672,16.54,0
95,0.475614,83.6720,0.668137,77.9200,0.05470542,17.00,0
96,0.478557,83.5200,0.669119,78.1500,0.05392295,17.11,0
97,0.479142,83.6160,0.675350,77.8700,0.05313953,16.66,0
98,0.465674,83.8680,0.574161,80.3300,0.05235532,16.95,0
99,0.469356,83.8320,0.543160,81.4400,0.05157054,17.29,0
100,0.462230,84.0380,0.784701,74.8700,0.05078537,16.52,0
101,0.463653,84.0100,0.711335,76.5700,0.05000000,16.64,0
102,0.452674,84.2820,0.789560,76.4800,0.04921463,16.64,0
103,0.449116,84.6280,0.569542,80.9100,0.04842946,16.99,0
104,0.445780,84.4780,0.655533,78.9900,0.04764468,16.90,0
105,0.443108,84.6140,0.573145,80.3500,0.04686047,17.03,0
106,0.442388,84.6940,0.645862,78.1400,0.04607705,17.25,0
107,0.436099,84.9280,0.582286,80.9200,0.04529458,17.27,0
108,0.431110,85.2280,0.826376,72.9900,0.04451328,16.63,0
109,0.433223,85.1300,0.660072,78.7600,0.04373334,17.03,0
110,0.424564,85.4380,0.577341,80.8700,0.04295494,17.02,0
111,0.417382,85.6060,0.571759,81.6100,0.04217828,16.71,1
112,0.415820,85.7420,0.920457,72.3200,0.04140354,17.30,0
113,0.409327,85.8400,0.522990,82.9600,0.04063093,16.52,1
114,0.407521,85.7760,0.565407,80.7000,0.03986064,16.84,0
115,0.410416,85.9360,0.526391,82.4400,0.03909284,17.11,0
116,0.401553,86.1000,0.597419,80.4100,0.03832773,17.13,0
117,0.396426,86.2880,0.574693,81.8600,0.03756551,17.04,0
118,0.391774,86.4180,0.645019,79.4400,0.03680635,16.93,0
119,0.387442,86.5920,0.612382,79.8200,0.03605044,17.11,0
120,0.385003,86.7000,0.474699,83.9400,0.03529798,16.85,1
121,0.381122,86.7940,0.531567,83.1700,0.03454915,16.71,0
122,0.378587,86.9100,0.512413,82.9000,0.03380413,17.12,0
123,0.372867,87.0420,0.617489,80.0200,0.03306310,16.83,0
124,0.369857,87.2280,0.487984,83.6300,0.03232626,16.32,0
125,0.363949,87.3420,0.558027,81.2300,0.03159377,16.13,0
126,0.360564,87.5920,0.520730,83.0000,0.03086583,17.35,0
127,0.346017,88.0460,0.508269,83.2900,0.03014261,17.11,0
128,0.349032,87.9160,0.566958,81.8000,0.02942428,16.67,0
129,0.342025,88.1360,0.486391,83.8900,0.02871104,16.84,0
130,0.335560,88.3100,0.445262,85.2500,0.02800304,17.02,1
131,0.333793,88.4560,0.532164,82.8400,0.02730048,17.16,0
132,0.325317,88.6180,0.477303,84.5400,0.02660351,17.08,0
133,0.325172,88.6580,0.467553,84.7900,0.02591232,17.03,0
134,0.317598,89.0120,0.448934,85.0300,0.02522707,17.20,0
135,0.309547,89.1760,0.477709,84.5400,0.02454793,16.98,0
136,0.310391,89.2300,0.465291,84.9200,0.02387507,17.11,0
137,0.299403,89.7020,0.532615,82.8900,0.02320866,17.13,0
138,0.295288,89.7120,0.462836,84.8300,0.02254886,16.70,0
139,0.288445,90.0000,0.526902,83.3300,0.02189583,17.25,0
140,0.294590,89.7820,0.499761,84.1900,0.02124974,17.28,0
141,0.281848,90.2340,0.455283,85.4300,0.02061074,17.00,1
142,0.275491,90.4240,0.613560,79.8300,0.01997899,17.02,0
