epoch,train_loss,train_acc,test_loss,test_acc,lr,time_sec,is_best
161,0.109159,96.2520,0.451732,87.2500,0.00954915,14.24,0
162,0.103799,96.4580,0.435561,87.7800,0.00909251,15.59,0
163,0.098555,96.6480,0.409761,88.3100,0.00864597,15.83,1
164,0.089661,96.9220,0.432000,87.6200,0.00820963,16.45,0
165,0.087082,97.0040,0.417946,88.4400,0.00778360,16.64,1
166,0.077632,97.3240,0.431857,87.9200,0.00736799,16.23,0
167,0.075138,97.3900,0.402392,88.6400,0.00696290,16.45,1
168,0.067899,97.7160,0.424050,88.7000,0.00656842,16.33,1
169,0.061305,97.8860,0.429788,88.2100,0.00618467,16.48,0
170,0.058099,98.0380,0.428523,89.0200,0.00581172,16.26,1
171,0.054155,98.2720,0.426409,88.4200,0.00544967,16.56,0
172,0.046388,98.4900,0.437756,88.6200,0.00509862,16.59,0
173,0.046129,98.5160,0.460768,88.5000,0.00475865,16.34,0
174,0.043010,98.5900,0.431029,88.8700,0.00442984,15.80,0
175,0.033436,98.9680,0.438167,88.9200,0.00411227,15.65,0
176,0.034917,98.8500,0.432674,89.0800,0.00380602,16.55,1
177,0.030755,99.0160,0.421237,89.2400,0.00351118,16.58,1
178,0.028554,99.0920,0.428531,89.0200,0.00322780,16.62,0
179,0.023918,99.2420,0.418862,89.5400,0.00295596,16.57,1
180,0.021621,99.3360,0.405477,89.7200,0.00269573,16.24,1
181,0.018618,99.4280,0.423327,89.9800,0.00244717,16.07,1
182,0.017999,99.4680,0.420740,90.0400,0.00221035,16.07,1
183,0.018216,99.4520,0.416273,89.6900,0.00198532,16.43,0
184,0.016923,99.5220,0.417386,89.9300,0.00177213,16.41,0
185,0.014991,99.5760,0.402599,90.2800,0.00157084,16.57,1
186,0.013826,99.6280,0.418068,90.0400,0.00138150,15.77,0
187,0.012107,99.6600,0.403867,90.3400,0.00120416,16.56,1
188,0.010885,99.7280,0.412390,90.1900,0.00103886,16.62,0
189,0.010794,99.7160,0.422500,89.9700,0.00088564,15.63,0
190,0.010256,99.7180,0.410890,90.3400,0.00074453,15.48,0
191,0.009583,99.7380,0.416568,90.3700,0.00061558,16.54,1
192,0.010201,99.7120,0.420029,90.0800,0.00049882,16.56,0
193,0.008305,99.7980,0.411111,90.4500,0.00039426,16.39,1
194,0.009048,99.7660,0.403932,90.4500,0.00030195,16.35,0
195,0.009399,99.7440,0.410117,90.1900,0.00022190,16.65,0
196,0.008797,99.7740,0.410832,90.3000,0.00015413,16.25,0
197,0.008540,99.7840,0.404391,90.5000,0.00009866,16.27,1
198,0.008777,99.7740,0.419526,90.1000,0.00005551,16.41,0
199,0.009175,99.7640,0.403513,90.1600,0.00002467,16.50,0
200,0.008442,99.7860,0.401024,90.6400,0.00000617,15.66,1
