epoch,train_loss,train_acc,test_loss,test_acc,lr,time_sec,is_best
111,0.140925,95.1640,0.320525,90.1300,0.04217828,10.02,1
112,0.138764,95.1280,0.365457,88.6000,0.04140354,9.67,0
113,0.138449,95.1820,0.459461,86.5500,0.04063093,9.99,0
114,0.126051,95.6880,0.359088,89.2200,0.03986064,9.91,0
115,0.128142,95.5340,0.396117,88.2500,0.03909284,10.03,0
116,0.129011,95.4960,0.341888,89.6800,0.03832773,9.76,0
117,0.121965,95.7720,0.482038,86.9400,0.03756551,9.18,0
118,0.127102,95.5800,0.367976,88.9100,0.03680635,9.63,0
119,0.118732,95.9800,0.481240,86.3500,0.03605044,10.05,0
120,0.116877,95.9080,0.333732,89.9100,0.03529798,9.88,0
121,0.113882,96.0560,0.407382,88.3400,0.03454915,9.71,0
122,0.104013,96.4480,0.360601,89.6800,0.03380413,9.69,0
123,0.104172,96.4420,0.352818,89.8700,0.03306310,9.95,0
124,0.106170,96.3320,0.433997,87.9200,0.03232626,10.19,0
125,0.099337,96.5960,0.353568,89.9400,0.03159377,9.69,0
126,0.106154,96.2880,0.385333,88.6900,0.03086583,10.11,0
127,0.100273,96.4560,0.338307,90.5100,0.03014261,10.07,1
128,0.095523,96.7260,0.361333,89.7900,0.02942428,10.10,0
129,0.087876,96.9860,0.364540,89.9000,0.02871104,10.05,0
130,0.091596,96.9060,0.327970,90.7000,0.02800304,9.93,1
131,0.086546,97.0160,0.357720,89.5600,0.02730048,9.97,0
132,0.087302,97.0340,0.345468,89.9900,0.02660351,9.95,0
133,0.082569,97.2120,0.373137,89.8500,0.02591232,10.15,0
134,0.074774,97.5280,0.308057,91.3100,0.02522707,10.08,1
135,0.072925,97.4400,0.336735,90.6900,0.02454793,9.98,0
136,0.071525,97.5760,0.331577,90.4400,0.02387507,10.24,0
137,0.065265,97.8280,0.325514,90.8300,0.02320866,10.01,0
138,0.068635,97.6740,0.333691,90.5500,0.02254886,9.89,0
139,0.066546,97.6900,0.339669,90.5600,0.02189583,10.12,0
140,0.063065,97.8340,0.365850,90.2300,0.02124974,10.09,0
141,0.060164,97.9420,0.343511,90.7700,0.02061074,9.16,0
142,0.057843,98.0080,0.310885,91.5400,0.01997899,10.15,1
143,0.050747,98.3420,0.349880,91.0800,0.01935465,10.20,0
144,0.052599,98.1940,0.323599,91.4500,0.01873787,10.23,0
145,0.049149,98.3440,0.306857,91.6200,0.01812880,10.04,1
146,0.049550,98.3740,0.297372,91.6500,0.01752760,9.68,1
147,0.041388,98.6460,0.329577,91.2900,0.01693441,9.96,0
148,0.042894,98.5980,0.301427,92.2600,0.01634937,10.14,1
149,0.038674,98.7320,0.332011,91.4100,0.01577264,9.83,0
150,0.034941,98.8400,0.297625,92.2900,0.01520436,10.13,1
151,0.034516,98.8940,0.284141,92.4400,0.01464466,9.99,1
152,0.030719,99.0140,0.289461,92.2400,0.01409369,10.28,0
153,0.031128,99.0140,0.294691,92.2200,0.01355157,10.16,0
154,0.029177,99.0900,0.297637,92.3200,0.01301845,9.71,0
155,0.028013,99.1060,0.293058,92.5000,0.01249445,10.10,1
156,0.027146,99.1160,0.300657,92.1900,0.01197970,10.01,0
157,0.022598,99.3040,0.276463,92.7600,0.01147434,9.92,1
158,0.018849,99.4340,0.318800,92.5200,0.01097848,9.81,0
159,0.019906,99.4040,0.296343,92.7400,0.01049225,9.65,0
160,0.016563,99.4820,0.288031,92.7800,0.01001577,9.90,1
161,0.016153,99.5300,0.286955,93.0300,0.00954915,9.58,1
162,0.014677,99.5760,0.285035,93.0200,0.00909251,9.68,0
163,0.012708,99.6360,0.273350,93.1300,0.00864597,10.10,1
164,0.011982,99.6580,0.265140,93.4100,0.00820963,10.06,1
165,0.012252,99.6320,0.267363,93.4700,0.00778360,10.07,1
166,0.010250,99.7160,0.255919,93.7100,0.00736799,10.05,1
167,0.008909,99.7580,0.268479,93.5500,0.00696290,10.24,0
168,0.007857,99.7720,0.255080,93.9300,0.00656842,10.14,1
169,0.007934,99.7800,0.261377,93.7200,0.00618467,10.06,0
170,0.006722,99.8240,0.270625,93.5800,0.00581172,10.28,0
171,0.005243,99.8740,0.250262,93.8300,0.00544967,10.26,0
172,0.004661,99.8840,0.256670,93.8300,0.00509862,10.01,0
173,0.004599,99.8920,0.260247,93.8100,0.00475865,10.07,0
174,0.004165,99.9100,0.261667,94.0100,0.00442984,9.88,1
175,0.004038,99.9160,0.246840,94.0100,0.00411227,10.11,0
176,0.004313,99.8860,0.259878,93.7800,0.00380602,9.83,0
177,0.003162,99.9360,0.245689,94.2000,0.00351118,10.18,1
178,0.004150,99.9120,0.250724,94.0800,0.00322780,10.02,0
179,0.002829,99.9520,0.249413,94.2100,0.00295596,10.06,1
180,0.003194,99.9300,0.242073,94.1700,0.00269573,10.03,0
181,0.003052,99.9460,0.238605,94.1900,0.00244717,10.00,0
182,0.003067,99.9280,0.243232,94.4300,0.00221035,9.86,1
183,0.002734,99.9520,0.242726,94.1900,0.00198532,10.02,0
184,0.002598,99.9480,0.238459,94.4400,0.00177213,10.21,1
185,0.002161,99.9760,0.246636,94.1700,0.00157084,9.95,0
186,0.002118,99.9680,0.238382,94.3600,0.00138150,9.84,0
187,0.002526,99.9480,0.245116,94.2800,0.00120416,10.08,0
188,0.002217,99.9460,0.243935,94.2400,0.00103886,10.10,0
189,0.002129,99.9660,0.246088,94.2700,0.00088564,10.08,0
190,0.002318,99.9540,0.246530,94.1500,0.00074453,10.07,0
191,0.002208,99.9620,0.238194,94.3100,0.00061558,9.85,0
192,0.002209,99.9600,0.238794,94.3400,0.00049882,10.03,0
193,0.001911,99.9800,0.238194,94.3100,0.00039426,10.00,0
194,0.001969,99.9660,0.238068,94.3600,0.00030195,10.16,0
195,0.001846,99.9820,0.234752,94.3300,0.00022190,9.94,0
196,0.002072,99.9680,0.241364,94.5000,0.00015413,9.81,1
197,0.001975,99.9760,0.239372,94.4500,0.00009866,9.53,0
198,0.001959,99.9740,0.239783,94.2200,0.00005551,10.28,0
199,0.002270,99.9680,0.240008,94.2300,0.00002467,10.19,0
200,0.001983,99.9680,0.237447,94.3100,0.00000617,9.73,0
