epoch,train_loss,train_acc,test_loss,test_acc,lr,time_sec,is_best
94,0.268389,90.7400,0.440147,85.6400,0.05548672,16.47,0
95,0.258121,91.0960,0.424919,85.6700,0.05470542,14.40,0
96,0.259821,91.0720,0.524600,83.4800,0.05392295,15.66,0
97,0.254705,91.1800,0.478691,84.8400,0.05313953,16.35,0
98,0.244806,91.6340,0.402118,86.9500,0.05235532,16.32,0
99,0.247208,91.4760,0.464509,85.1400,0.05157054,16.22,0
100,0.243095,91.7140,0.391957,87.5300,0.05078537,16.42,1
101,0.244822,91.6080,0.411993,86.5500,0.05000000,16.54,0
102,0.245258,91.5300,0.403852,86.8300,0.04921463,15.05,0
103,0.233080,92.0300,0.364741,88.2100,0.04842946,16.30,1
104,0.235767,91.8500,0.412412,86.2700,0.04764468,15.79,0
105,0.225156,92.2860,0.408250,87.1000,0.04686047,16.59,0
106,0.233379,92.0660,0.418437,86.2200,0.04607705,16.55,0
107,0.214247,92.5920,0.452196,86.4200,0.04529458,16.06,0
108,0.221484,92.4140,0.454918,85.1000,0.04451328,16.37,0
109,0.214466,92.5760,0.402982,87.3300,0.04373334,16.56,0
110,0.213291,92.6820,0.387803,87.5900,0.04295494,16.61,0
111,0.212054,92.6940,0.343762,88.6200,0.04217828,16.15,1
112,0.203333,92.9480,0.572527,82.5200,0.04140354,16.34,0
113,0.204525,92.8720,0.383230,88.2200,0.04063093,14.72,0
114,0.200447,93.0680,0.349518,88.2900,0.03986064,16.28,0
115,0.194587,93.2780,0.421490,86.5700,0.03909284,15.78,0
116,0.190397,93.3320,0.333262,88.8400,0.03832773,16.45,1
117,0.188063,93.5320,0.381762,87.9100,0.03756551,15.74,0
118,0.187764,93.6060,0.397178,87.2900,0.03680635,15.73,0
119,0.183075,93.6060,0.438270,86.6800,0.03605044,16.12,0
120,0.181360,93.7240,0.409631,87.5600,0.03529798,16.11,0
121,0.179187,93.8400,0.420993,87.1900,0.03454915,16.36,0
122,0.173401,93.9960,0.376369,88.3800,0.03380413,14.93,0
123,0.166554,94.3300,0.364329,88.7000,0.03306310,15.37,0
124,0.165971,94.2580,0.374269,88.5100,0.03232626,16.37,0
125,0.161865,94.4460,0.359975,89.0200,0.03159377,16.24,1
126,0.161474,94.4760,0.369341,89.0100,0.03086583,16.44,0
127,0.152722,94.6860,0.365058,88.8800,0.03014261,16.45,0
128,0.148404,94.9840,0.322669,90.0500,0.02942428,15.67,1
129,0.144092,95.0820,0.347770,89.3900,0.02871104,15.12,0
130,0.143703,94.9700,0.350087,89.3800,0.02800304,15.56,0
131,0.141535,95.0920,0.368239,88.7000,0.02730048,16.24,0
132,0.131690,95.5960,0.309522,90.6100,0.02660351,16.59,1
133,0.127013,95.6580,0.352112,88.8900,0.02591232,16.44,0
134,0.129875,95.4740,0.339882,90.0600,0.02522707,15.22,0
135,0.124132,95.7280,0.334365,89.7400,0.02454793,13.31,0
136,0.118138,95.9200,0.293932,90.7400,0.02387507,16.41,1
137,0.119594,95.8280,0.300606,90.8400,0.02320866,16.03,1
138,0.106500,96.3540,0.349160,89.4800,0.02254886,16.62,0
139,0.109795,96.2620,0.358155,89.4600,0.02189583,16.19,0
140,0.107718,96.3260,0.313980,90.7300,0.02124974,16.34,0
141,0.104313,96.4300,0.323141,90.1700,0.02061074,15.62,0
142,0.100755,96.5440,0.350083,89.7900,0.01997899,16.20,0
143,0.095665,96.7060,0.304242,91.1200,0.01935465,15.09,1
144,0.090721,96.7720,0.288804,91.5100,0.01873787,16.27,1
145,0.087895,97.0340,0.328524,90.5600,0.01812880,16.50,0
146,0.082547,97.2460,0.314644,90.7800,0.01752760,16.69,0
147,0.077562,97.3540,0.274013,92.0300,0.01693441,16.05,1
148,0.075289,97.4860,0.280702,91.6100,0.01634937,15.99,0
149,0.076396,97.3560,0.289383,91.8600,0.01577264,16.26,0
150,0.066913,97.7620,0.294915,91.5400,0.01520436,16.39,0
151,0.066213,97.8000,0.307365,91.4400,0.01464466,16.12,0
152,0.062989,97.9220,0.294940,91.8700,0.01409369,16.47,0
153,0.056742,98.1120,0.275072,92.3400,0.01355157,16.39,1
154,0.055012,98.1460,0.255204,92.6700,0.01301845,16.32,1
155,0.050465,98.3440,0.245297,93.0700,0.01249445,16.45,1
156,0.049081,98.2940,0.239427,93.4300,0.01197970,16.24,1
157,0.040703,98.6460,0.283099,92.5100,0.01147434,16.18,0
158,0.044384,98.5180,0.287759,92.2100,0.01097848,16.33,0
159,0.038070,98.7180,0.269587,92.8900,0.01049225,16.76,0
160,0.035011,98.8500,0.318772,91.9500,0.01001577,16.46,0
161,0.032378,98.9880,0.291425,92.5200,0.00954915,15.33,0
162,0.027860,99.1320,0.251338,93.4500,0.00909251,16.39,1
163,0.028187,99.0980,0.234330,93.9100,0.00864597,16.43,1
164,0.023467,99.2440,0.230483,93.9400,0.00820963,16.27,1
165,0.020035,99.3560,0.246871,93.6900,0.00778360,16.10,0
166,0.019509,99.3620,0.248714,93.5000,0.00736799,16.58,0
167,0.017465,99.4640,0.254393,93.8600,0.00696290,16.25,0
168,0.014537,99.5360,0.241541,94.0900,0.00656842,16.28,1
169,0.012570,99.6540,0.243280,93.8200,0.00618467,16.54,0
170,0.010700,99.7180,0.248609,94.1700,0.00581172,16.45,1
171,0.009414,99.7400,0.238473,94.3700,0.00544967,16.40,1
172,0.008416,99.7900,0.235685,94.4800,0.00509862,16.40,1
173,0.006766,99.8260,0.237545,94.5100,0.00475865,16.39,1
174,0.005925,99.8520,0.227374,94.6300,0.00442984,16.32,1
175,0.005704,99.8620,0.224968,94.6300,0.00411227,16.38,0
176,0.003392,99.9380,0.219170,94.9300,0.00380602,15.70,1
177,0.003574,99.9300,0.220118,94.7900,0.00351118,16.42,0
178,0.002557,99.9660,0.217817,94.9800,0.00322780,16.30,1
179,0.002627,99.9600,0.222017,94.7400,0.00295596,15.08,0
180,0.002415,99.9720,0.211324,95.1700,0.00269573,16.56,1
181,0.002409,99.9640,0.217385,95.0900,0.00244717,16.79,0
182,0.002376,99.9640,0.215601,95.0200,0.00221035,16.63,0
183,0.001963,99.9820,0.213276,95.1600,0.00198532,16.37,0
184,0.001663,99.9880,0.211756,95.2300,0.00177213,16.53,1
