epoch,train_loss,train_acc,test_loss,test_acc,lr,time_sec,is_best
1,3.364871,11.3140,2.475175,12.1100,0.10000000,17.04,1
2,2.258667,16.2120,2.081465,19.5000,0.09999383,10.06,1
3,2.037627,21.4520,1.983578,22.0900,0.09997533,9.96,1
4,1.883115,26.6340,1.722844,35.0000,0.09994449,10.11,1
5,1.686007,36.3080,1.687749,38.9100,0.09990134,9.88,1
6,1.565808,41.8600,1.881992,35.2500,0.09984587,9.55,0
7,1.447874,46.7840,1.605845,42.7800,0.09977810,10.02,1
8,1.326573,51.4060,1.449170,48.5900,0.09969805,9.99,1
9,1.200659,56.8300,1.249256,54.4400,0.09960574,9.85,1
10,1.095970,60.6620,1.159240,59.3600,0.09950118,9.83,1
11,1.037956,62.8360,1.614086,45.5300,0.09938442,9.88,0
12,0.965349,65.8240,1.036425,63.0200,0.09925547,9.82,1
13,0.909110,67.9380,1.121950,61.9500,0.09911436,9.67,0
14,0.837998,70.3940,0.921262,68.1300,0.09896114,10.09,1
15,0.774189,72.8240,0.808273,71.6700,0.09879584,10.11,1
16,0.747280,73.7740,0.869064,70.1600,0.09861850,10.09,0
17,0.708045,75.1860,0.919481,67.5500,0.09842916,10.14,0
18,0.683377,76.1880,0.785890,72.8800,0.09822787,10.09,1
19,0.657870,77.0880,0.956023,68.1800,0.09801468,9.89,0
20,0.643035,77.5420,0.725679,75.4000,0.09778965,10.03,1
21,0.622063,78.2940,0.866960,70.2100,0.09755283,10.14,0
22,0.604292,79.2100,0.806309,72.8400,0.09730427,9.94,0
23,0.593773,79.4660,0.992428,69.0000,0.09704404,10.12,0
24,0.584602,79.7300,0.737102,74.6900,0.09677220,10.05,0
25,0.567306,80.2160,0.682356,77.1400,0.09648882,9.89,1
26,0.563252,80.4960,0.748830,74.7300,0.09619398,10.00,0
27,0.551175,80.8620,0.828391,71.9500,0.09588773,10.11,0
28,0.544786,81.1360,0.705542,75.8000,0.09557016,10.16,0
29,0.527945,81.7720,0.714438,75.6900,0.09524135,9.97,0
30,0.527670,81.6100,0.836467,72.2700,0.09490138,9.39,0
31,0.517237,82.1600,0.698266,76.0600,0.09455033,9.40,0
32,0.507061,82.4940,0.910125,72.4600,0.09418828,9.07,0
33,0.506594,82.3900,0.783756,75.1300,0.09381533,10.05,0
34,0.498514,82.8960,0.630042,78.6800,0.09343158,9.27,1
35,0.489526,83.0060,0.723775,75.6800,0.09303710,9.66,0
36,0.486747,83.2760,0.847777,73.0800,0.09263201,9.76,0
37,0.475825,83.6180,0.646462,78.4100,0.09221640,9.41,0
38,0.470833,83.7400,1.173342,66.2100,0.09179037,9.99,0
39,0.467754,83.9520,0.656247,77.9400,0.09135403,10.10,0
40,0.469806,83.5980,0.635960,79.1700,0.09090749,9.96,1
41,0.455959,84.2400,0.812306,73.3100,0.09045085,9.89,0
42,0.453510,84.2820,0.570499,80.7500,0.08998423,9.08,1
43,0.448430,84.4940,0.851625,72.8800,0.08950775,8.56,0
44,0.433521,84.9020,0.626693,79.5300,0.08902152,9.85,0
45,0.435729,84.9660,0.593984,80.7800,0.08852566,10.03,1
46,0.435722,84.9520,0.612884,79.3600,0.08802030,9.96,0
47,0.424066,85.2720,0.573283,80.9200,0.08750555,9.80,1
48,0.419262,85.5820,0.587783,80.4100,0.08698155,9.99,0
49,0.420594,85.4860,0.645986,78.9100,0.08644843,9.99,0
50,0.410757,85.7720,0.616438,79.4700,0.08590631,9.77,0
51,0.409735,85.8100,0.575314,80.9500,0.08535534,10.00,1
52,0.408060,85.8700,0.605611,79.9800,0.08479564,9.26,0
53,0.399024,86.0420,0.726890,76.2200,0.08422736,10.13,0
54,0.402648,86.0280,0.648671,79.0700,0.08365063,10.09,0
55,0.393569,86.3080,0.539525,81.5900,0.08306559,9.97,1
56,0.383220,86.6000,0.659056,78.9700,0.08247240,10.05,0
57,0.386504,86.6140,0.580174,80.5600,0.08187120,9.88,0
